10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,20,29,25,10,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
10,40,19,25,20,2,5,20,
